date,case,hospital,icu,death,name,sex,agegroup
2021-09-17,78,95,17,4,Fife,female,1-14
2021-09-17,399,102,9,3,Fife,female,15-44
2021-09-17,425,115,18,4,Fife,female,45-64
2021-09-17,137,61,19,3,Fife,female,65-74
2021-09-17,266,98,13,5,Fife,female,75-84
2021-09-17,225,63,5,3,Fife,female,85+
2021-09-17,268,78,9,1,Fife,male,0
2021-09-17,260,67,18,3,Fife,male,1-14
2021-09-17,224,70,15,5,Fife,male,15-44
2021-09-17,323,114,15,5,Fife,male,45-64
2021-09-17,341,71,14,2,Fife,male,65-74
2021-09-17,232,50,14,2,Fife,male,75-84
2021-09-17,441,61,18,3,Fife,male,85+
2021-09-17,188,91,4,3,Forth Valley,female,0
2021-09-17,65,72,8,2,Forth Valley,female,1-14
2021-09-17,481,164,15,2,Forth Valley,female,15-44
2021-09-17,228,22,12,3,Forth Valley,female,45-64
2021-09-17,223,39,16,3,Forth Valley,female,65-74
2021-09-17,409,96,14,3,Forth Valley,female,75-84
2021-09-17,350,98,13,4,Forth Valley,female,85+
2021-09-17,426,21,18,2,Forth Valley,male,0
2021-09-17,243,43,17,2,Forth Valley,male,1-14
2021-09-17,411,24,3,2,Forth Valley,male,15-44
2021-09-17,308,99,10,5,Forth Valley,male,45-64
2021-09-17,518,108,13,5,Forth Valley,male,65-74
2021-09-17,204,45,13,2,Forth Valley,male,75-84
2021-09-17,286,110,17,4,Forth Valley,male,85+
2021-09-17,186,80,8,4,Grampian,female,0
2021-09-17,367,101,15,3,Grampian,female,1-14
2021-09-17,443,75,10,3,Grampian,female,15-44
2021-09-17,133,41,18,7,Grampian,female,45-64
2021-09-17,479,60,2,2,Grampian,female,65-74
2021-09-17,167,45,16,7,Grampian,female,75-84
2021-09-17,232,69,13,3,Grampian,female,85+
2021-09-17,280,153,14,1,Grampian,male,0
2021-09-17,28,108,14,4,Grampian,male,1-14
2021-09-17,149,97,10,3,Grampian,male,15-44
2021-09-17,186,68,14,4,Grampian,male,45-64
2021-09-17,430,109,16,3,Grampian,male,65-74
2021-09-17,209,39,2,2,Grampian,male,75-84
2021-09-17,278,60,6,6,Grampian,male,85+
2021-09-17,165,102,8,2,Greater Glasgow and Clyde,female,0
2021-09-17,197,61,16,3,Greater Glasgow and Clyde,female,1-14
2021-09-17,466,33,12,4,Greater Glasgow and Clyde,female,15-44
2021-09-17,339,69,9,2,Greater Glasgow and Clyde,female,45-64
2021-09-17,322,83,8,7,Greater Glasgow and Clyde,female,65-74
2021-09-17,397,23,8,3,Greater Glasgow and Clyde,female,75-84
2021-09-17,397,99,10,4,Greater Glasgow and Clyde,female,85+
2021-09-17,321,97,14,5,Greater Glasgow and Clyde,male,0
2021-09-17,172,46,17,4,Greater Glasgow and Clyde,male,1-14
2021-09-17,294,79,8,1,Greater Glasgow and Clyde,male,15-44
2021-09-17,438,77,17,1,Greater Glasgow and Clyde,male,45-64
2021-09-17,445,103,11,6,Greater Glasgow and Clyde,male,65-74
2021-09-17,75,28,11,1,Greater Glasgow and Clyde,male,75-84
2021-09-17,316,65,10,4,Greater Glasgow and Clyde,male,85+
2021-09-17,372,108,9,2,Highland,female,0
2021-09-17,145,86,26,1,Highland,female,1-14
2021-09-17,246,20,4,6,Highland,female,15-44
2021-09-17,280,110,9,3,Highland,female,45-64
2021-09-17,314,82,11,5,Highland,female,65-74
2021-09-17,283,59,19,3,Highland,female,75-84
2021-09-17,182,62,7,2,Highland,female,85+
2021-09-17,243,69,12,2,Highland,male,0
2021-09-17,0,104,11,3,Highland,male,1-14
2021-09-17,216,70,19,3,Highland,male,15-44
2021-09-17,355,42,18,3,Highland,male,45-64
2021-09-17,270,140,4,2,Highland,male,65-74
2021-09-17,339,61,7,4,Highland,male,75-84
2021-09-17,335,135,20,5,Highland,male,85+
2021-09-17,319,50,21,2,Lanarkshire,female,0
2021-09-17,347,112,15,4,Lanarkshire,female,1-14
2021-09-17,215,52,25,2,Lanarkshire,female,15-44
2021-09-17,290,106,22,4,Lanarkshire,female,45-64
2021-09-17,289,47,12,3,Lanarkshire,female,65-74
2021-09-17,402,39,6,4,Lanarkshire,female,75-84
2021-09-17,41,90,7,2,Lanarkshire,female,85+
2021-09-17,270,116,11,2,Lanarkshire,male,0
2021-09-17,500,25,6,5,Lanarkshire,male,1-14
2021-09-17,243,117,11,3,Lanarkshire,male,15-44
2021-09-17,228,64,16,3,Lanarkshire,male,45-64
2021-09-17,206,46,8,3,Lanarkshire,male,65-74
2021-09-17,352,77,19,6,Lanarkshire,male,75-84
2021-09-17,233,58,15,2,Lanarkshire,male,85+
2021-09-17,327,37,9,3,Lothian,female,0
2021-09-17,144,111,16,4,Lothian,female,1-14
2021-09-17,91,41,13,3,Lothian,female,15-44
2021-09-17,257,115,16,4,Lothian,female,45-64
2021-09-17,383,12,15,3,Lothian,female,65-74
2021-09-17,293,93,14,5,Lothian,female,75-84
2021-09-17,246,116,14,2,Lothian,female,85+
2021-09-17,149,74,25,3,Lothian,male,0
2021-09-17,354,119,8,4,Lothian,male,1-14
2021-09-17,330,46,18,4,Lothian,male,15-44
2021-09-17,302,36,10,1,Lothian,male,45-64
2021-09-17,181,127,24,2,Lothian,male,65-74
2021-09-17,81,111,11,3,Lothian,male,75-84
2021-09-17,358,91,23,2,Lothian,male,85+
2021-09-17,259,46,11,3,Orkney,female,0
2021-09-17,261,89,12,5,Orkney,female,1-14
2021-09-17,0,103,23,3,Orkney,female,15-44
2021-09-17,322,60,16,4,Orkney,female,45-64
2021-09-17,274,108,11,4,Orkney,female,65-74
2021-09-17,361,54,16,3,Orkney,female,75-84
2021-09-17,177,93,11,4,Orkney,female,85+
2021-09-17,305,157,18,2,Orkney,male,0
2021-09-17,230,69,19,6,Orkney,male,1-14
2021-09-17,189,72,13,4,Orkney,male,15-44
2021-09-17,283,102,8,3,Orkney,male,45-64
2021-09-17,287,142,6,3,Orkney,male,65-74
2021-09-17,441,62,11,0,Orkney,male,75-84
2021-09-17,236,100,24,2,Orkney,male,85+
2021-09-17,205,101,12,2,Shetland,female,0
2021-09-17,360,102,17,5,Shetland,female,1-14
2021-09-17,259,77,4,5,Shetland,female,15-44
2021-09-17,568,100,16,4,Shetland,female,45-64
2021-09-17,194,85,9,3,Shetland,female,65-74
2021-09-17,494,38,13,2,Shetland,female,75-84
2021-09-17,408,42,11,5,Shetland,female,85+
2021-09-17,305,127,8,2,Shetland,male,0
2021-09-17,399,96,7,6,Shetland,male,1-14
2021-09-17,288,62,14,5,Shetland,male,15-44
2021-09-17,342,70,11,4,Shetland,male,45-64
2021-09-17,127,76,15,3,Shetland,male,65-74
2021-09-17,24,98,15,3,Shetland,male,75-84
2021-09-17,407,78,10,4,Shetland,male,85+
2021-09-17,152,57,4,5,Tayside,female,0
2021-09-17,182,69,10,4,Tayside,female,1-14
2021-09-17,290,36,18,4,Tayside,female,15-44
2021-09-17,399,97,11,3,Tayside,female,45-64
2021-09-17,363,66,11,5,Tayside,female,65-74
2021-09-17,176,56,12,5,Tayside,female,75-84
2021-09-17,385,13,6,2,Tayside,female,85+
2021-09-17,166,180,10,7,Tayside,male,0
2021-09-17,276,142,18,1,Tayside,male,1-14
2021-09-17,462,60,11,4,Tayside,male,15-44
2021-09-17,339,48,15,3,Tayside,male,45-64
2021-09-17,224,112,3,2,Tayside,male,65-74
2021-09-17,194,119,15,3,Tayside,male,75-84
2021-09-17,144,90,13,4,Tayside,male,85+
2021-09-17,229,97,10,6,Western Isles,female,0
2021-09-17,111,157,3,2,Western Isles,female,1-14
2021-09-17,148,63,13,6,Western Isles,female,15-44
2021-09-17,417,65,9,0,Western Isles,female,45-64
2021-09-17,158,87,8,2,Western Isles,female,65-74
2021-09-17,220,82,20,3,Western Isles,female,75-84
2021-09-17,326,45,5,6,Western Isles,female,85+
2021-09-17,304,74,12,5,Western Isles,male,0
2021-09-17,277,67,11,2,Western Isles,male,1-14
2021-09-17,258,141,12,5,Western Isles,male,15-44
2021-09-17,235,70,7,3,Western Isles,male,45-64
2021-09-17,224,59,19,1,Western Isles,male,65-74
2021-09-17,279,70,7,3,Western Isles,male,75-84
2021-09-17,219,59,7,2,Western Isles,male,85+
2021-09-18,241,17,14,1,Ayrshire and Arran,female,0
2021-09-18,252,83,12,3,Ayrshire and Arran,female,1-14
2021-09-18,218,62,18,3,Ayrshire and Arran,female,15-44
2021-09-18,410,60,11,4,Ayrshire and Arran,female,45-64
2021-09-18,323,47,10,8,Ayrshire and Arran,female,65-74
2021-09-18,371,106,6,1,Ayrshire and Arran,female,75-84
2021-09-18,230,130,15,8,Ayrshire and Arran,female,85+
2021-09-18,196,89,8,1,Ayrshire and Arran,male,0
2021-09-18,238,54,9,2,Ayrshire and Arran,male,1-14
2021-09-18,395,87,8,2,Ayrshire and Arran,male,15-44
2021-09-18,108,0,17,3,Ayrshire and Arran,male,45-64
2021-09-18,266,81,11,4,Ayrshire and Arran,male,65-74
2021-09-18,216,99,10,3,Ayrshire and Arran,male,75-84
2021-09-18,151,71,9,0,Ayrshire and Arran,male,85+
2021-09-18,325,69,14,2,Borders,female,0
2021-09-18,146,88,28,3,Borders,female,1-14
2021-09-18,220,79,15,2,Borders,female,15-44
2021-09-18,267,46,8,5,Borders,female,45-64
2021-09-18,334,132,15,2,Borders,female,65-74
2021-09-18,248,94,16,5,Borders,female,75-84
2021-09-18,274,91,15,3,Borders,female,85+
2021-09-18,241,91,12,3,Borders,male,0
2021-09-18,340,119,11,4,Borders,male,1-14
2021-09-18,439,45,8,5,Borders,male,15-44
2021-09-18,230,42,11,4,Borders,male,45-64
2021-09-18,476,124,4,2,Borders,male,65-74
2021-09-18,225,101,8,2,Borders,male,75-84
2021-09-18,342,45,12,4,Borders,male,85+
2021-09-18,253,96,14,3,Dumfries and Galloway,female,0
2021-09-18,199,84,9,4,Dumfries and Galloway,female,1-14
2021-09-18,273,64,16,2,Dumfries and Galloway,female,15-44
2021-09-18,350,63,12,3,Dumfries and Galloway,female,45-64
2021-09-18,217,71,16,3,Dumfries and Galloway,female,65-74
2021-09-18,152,100,16,3,Dumfries and Galloway,female,75-84
2021-09-18,426,103,10,3,Dumfries and Galloway,female,85+
2021-09-18,370,72,14,2,Dumfries and Galloway,male,0
2021-09-18,370,119,1,2,Dumfries and Galloway,male,1-14
2021-09-18,474,80,4,6,Dumfries and Galloway,male,15-44
2021-09-18,341,131,9,2,Dumfries and Galloway,male,45-64
2021-09-18,136,58,4,2,Dumfries and Galloway,male,65-74
2021-09-18,430,163,4,5,Dumfries and Galloway,male,75-84
2021-09-18,63,71,21,1,Dumfries and Galloway,male,85+
2021-09-18,258,76,15,2,Fife,female,0
2021-09-18,0,41,11,4,Fife,female,1-14
2021-09-18,255,50,15,3,Fife,female,15-44
2021-09-18,358,141,14,3,Fife,female,45-64
2021-09-18,482,76,16,5,Fife,female,65-74
2021-09-18,344,73,11,5,Fife,female,75-84
2021-09-18,274,62,9,3,Fife,female,85+
2021-09-18,379,54,10,2,Fife,male,0
2021-09-18,278,30,21,1,Fife,male,1-14
2021-09-18,425,133,13,3,Fife,male,15-44
2021-09-18,420,68,10,2,Fife,male,45-64
2021-09-18,303,87,10,4,Fife,male,65-74
2021-09-18,106,64,7,2,Fife,male,75-84
2021-09-18,231,98,12,2,Fife,male,85+
2021-09-18,332,124,7,3,Forth Valley,female,0
2021-09-18,186,66,9,2,Forth Valley,female,1-14
2021-09-18,337,91,14,3,Forth Valley,female,15-44
2021-09-18,187,59,20,5,Forth Valley,female,45-64
2021-09-18,273,94,9,3,Forth Valley,female,65-74
2021-09-18,235,37,12,4,Forth Valley,female,75-84
2021-09-18,187,91,15,2,Forth Valley,female,85+
2021-09-18,129,54,20,1,Forth Valley,male,0
2021-09-18,209,62,8,2,Forth Valley,male,1-14
2021-09-18,347,79,8,2,Forth Valley,male,15-44
2021-09-18,317,100,9,4,Forth Valley,male,45-64
2021-09-18,225,87,11,1,Forth Valley,male,65-74
2021-09-18,457,53,14,2,Forth Valley,male,75-84
2021-09-18,286,65,14,2,Forth Valley,male,85+
2021-09-18,98,64,12,2,Grampian,female,0
2021-09-18,274,91,10,3,Grampian,female,1-14
2021-09-18,206,53,10,5,Grampian,female,15-44
2021-09-18,279,53,11,3,Grampian,female,45-64
2021-09-18,358,71,4,3,Grampian,female,65-74
2021-09-18,252,84,11,3,Grampian,female,75-84
2021-09-18,196,48,8,4,Grampian,female,85+
2021-09-18,390,80,12,3,Grampian,male,0
2021-09-18,267,102,16,1,Grampian,male,1-14
2021-09-18,486,37,9,5,Grampian,male,15-44
2021-09-18,345,40,9,2,Grampian,male,45-64
2021-09-18,0,81,15,5,Grampian,male,65-74
2021-09-18,189,38,10,3,Grampian,male,75-84
2021-09-18,248,10,10,5,Grampian,male,85+
2021-09-18,199,70,10,3,Greater Glasgow and Clyde,female,0
2021-09-18,433,96,16,4,Greater Glasgow and Clyde,female,1-14
2021-09-18,419,42,8,5,Greater Glasgow and Clyde,female,15-44
2021-09-18,216,95,8,2,Greater Glasgow and Clyde,female,45-64
2021-09-18,328,34,5,3,Greater Glasgow and Clyde,female,65-74
2021-09-18,310,51,11,2,Greater Glasgow and Clyde,female,75-84
2021-09-18,156,103,14,3,Greater Glasgow and Clyde,female,85+
2021-09-18,158,78,22,2,Greater Glasgow and Clyde,male,0
2021-09-18,121,100,11,4,Greater Glasgow and Clyde,male,1-14
2021-09-18,319,71,7,2,Greater Glasgow and Clyde,male,15-44
2021-09-18,205,52,18,3,Greater Glasgow and Clyde,male,45-64
2021-09-18,289,106,14,4,Greater Glasgow and Clyde,male,65-74
2021-09-18,162,39,18,2,Greater Glasgow and Clyde,male,75-84
2021-09-18,367,38,10,4,Greater Glasgow and Clyde,male,85+
2021-09-18,181,53,13,5,Highland,female,0
2021-09-18,284,56,21,4,Highland,female,1-14
2021-09-18,273,48,9,4,Highland,female,15-44
2021-09-18,299,102,6,3,Highland,female,45-64
2021-09-18,368,67,11,2,Highland,female,65-74
2021-09-18,166,44,17,2,Highland,female,75-84
2021-09-18,441,62,8,1,Highland,female,85+
2021-09-18,262,64,14,1,Highland,male,0
2021-09-18,293,108,6,4,Highland,male,1-14
2021-09-18,148,63,21,2,Highland,male,15-44
2021-09-18,302,49,16,3,Highland,male,45-64
2021-09-18,207,93,5,4,Highland,male,65-74
2021-09-18,329,59,13,3,Highland,male,75-84
2021-09-18,332,106,15,1,Highland,male,85+
2021-09-18,193,107,30,1,Lanarkshire,female,0
2021-09-18,340,77,6,4,Lanarkshire,female,1-14
2021-09-18,112,56,21,3,Lanarkshire,female,15-44
2021-09-18,109,106,19,5,Lanarkshire,female,45-64
2021-09-18,406,69,7,4,Lanarkshire,female,65-74
2021-09-18,293,60,15,3,Lanarkshire,female,75-84
2021-09-18,265,54,19,2,Lanarkshire,female,85+
2021-09-18,150,104,15,0,Lanarkshire,male,0
2021-09-18,226,79,16,5,Lanarkshire,male,1-14
2021-09-18,427,158,4,4,Lanarkshire,male,15-44
2021-09-18,234,35,11,5,Lanarkshire,male,45-64
2021-09-18,200,27,12,2,Lanarkshire,male,65-74
2021-09-18,230,51,15,6,Lanarkshire,male,75-84
2021-09-18,123,64,18,3,Lanarkshire,male,85+
2021-09-18,114,58,10,2,Lothian,female,0
2021-09-18,154,115,15,4,Lothian,female,1-14
2021-09-18,180,3,11,7,Lothian,female,15-44
2021-09-18,444,89,2,2,Lothian,female,45-64
2021-09-18,325,29,18,3,Lothian,female,65-74
2021-09-18,247,63,12,1,Lothian,female,75-84
2021-09-18,205,95,9,3,Lothian,female,85+
2021-09-18,376,37,11,4,Lothian,male,0
2021-09-18,240,68,9,4,Lothian,male,1-14
2021-09-18,414,42,11,4,Lothian,male,15-44
2021-09-18,443,44,10,2,Lothian,male,45-64
2021-09-18,249,83,23,3,Lothian,male,65-74
2021-09-18,341,129,12,3,Lothian,male,75-84
2021-09-18,163,93,14,4,Lothian,male,85+
2021-09-18,153,43,22,2,Orkney,female,0
2021-09-18,520,59,2,4,Orkney,female,1-14
2021-09-18,76,96,5,4,Orkney,female,15-44
2021-09-18,218,74,13,4,Orkney,female,45-64
2021-09-18,145,73,8,2,Orkney,female,65-74
2021-09-18,316,32,18,4,Orkney,female,75-84
2021-09-18,215,94,12,5,Orkney,female,85+
2021-09-18,113,80,19,3,Orkney,male,0
2021-09-18,182,51,20,5,Orkney,male,1-14
2021-09-18,328,64,16,6,Orkney,male,15-44
2021-09-18,365,129,5,1,Orkney,male,45-64
2021-09-18,146,117,13,1,Orkney,male,65-74
2021-09-18,254,63,16,2,Orkney,male,75-84
2021-09-18,199,59,15,3,Orkney,male,85+
2021-09-18,365,32,9,2,Shetland,female,0
2021-09-18,216,99,12,4,Shetland,female,1-14
2021-09-18,406,69,9,5,Shetland,female,15-44
2021-09-18,316,37,6,2,Shetland,female,45-64
2021-09-18,178,81,6,4,Shetland,female,65-74
2021-09-18,174,60,13,2,Shetland,female,75-84
2021-09-18,407,77,13,3,Shetland,female,85+
2021-09-18,470,71,10,2,Shetland,male,0
2021-09-18,304,64,13,6,Shetland,male,1-14
2021-09-18,64,13,13,4,Shetland,male,15-44
2021-09-18,209,60,13,5,Shetland,male,45-64
2021-09-18,0,114,12,2,Shetland,male,65-74
2021-09-18,268,87,13,2,Shetland,male,75-84
2021-09-18,544,54,11,3,Shetland,male,85+
2021-09-18,376,57,9,4,Tayside,female,0
2021-09-18,274,95,17,2,Tayside,female,1-14
2021-09-18,121,23,21,4,Tayside,female,15-44
2021-09-18,321,50,6,5,Tayside,female,45-64
2021-09-18,563,24,2,4,Tayside,female,65-74
2021-09-18,168,45,13,2,Tayside,female,75-84
2021-09-18,344,69,9,4,Tayside,female,85+
2021-09-18,201,152,9,7,Tayside,male,0
2021-09-18,420,162,23,1,Tayside,male,1-14
2021-09-18,369,31,7,2,Tayside,male,15-44
2021-09-18,294,93,6,2,Tayside,male,45-64
2021-09-18,372,76,11,4,Tayside,male,65-74
2021-09-18,221,65,13,3,Tayside,male,75-84
2021-09-18,321,62,18,3,Tayside,male,85+
2021-09-18,426,105,10,3,Western Isles,female,0
2021-09-18,350,100,10,2,Western Isles,female,1-14
2021-09-18,173,60,8,5,Western Isles,female,15-44
2021-09-18,145,67,10,3,Western Isles,female,45-64
2021-09-18,254,63,3,5,Western Isles,female,65-74
2021-09-18,328,88,17,2,Western Isles,female,75-84
2021-09-18,339,72,8,5,Western Isles,female,85+
2021-09-18,105,30,15,3,Western Isles,male,0
2021-09-18,239,64,9,3,Western Isles,male,1-14
2021-09-18,478,107,16,5,Western Isles,male,15-44
2021-09-18,248,101,12,3,Western Isles,male,45-64
2021-09-18,335,67,23,2,Western Isles,male,65-74
2021-09-18,167,45,2,4,Western Isles,male,75-84
2021-09-18,231,89,7,2,Western Isles,male,85+
2021-09-19,185,30,9,2,Ayrshire and Arran,female,0
2021-09-19,184,37,18,2,Ayrshire and Arran,female,1-14
2021-09-19,417,64,16,1,Ayrshire and Arran,female,15-44
2021-09-19,402,85,14,5,Ayrshire and Arran,female,45-64
2021-09-19,395,124,11,7,Ayrshire and Arran,female,65-74
2021-09-19,261,72,8,1,Ayrshire and Arran,female,75-84
2021-09-19,377,119,13,9,Ayrshire and Arran,female,85+
2021-09-19,256,51,8,2,Ayrshire and Arran,male,0
2021-09-19,308,42,6,0,Ayrshire and Arran,male,1-14
2021-09-19,349,109,12,5,Ayrshire and Arran,male,15-44
2021-09-19,275,16,13,3,Ayrshire and Arran,male,45-64
2021-09-19,302,25,3,4,Ayrshire and Arran,male,65-74
2021-09-19,434,75,9,2,Ayrshire and Arran,male,75-84
2021-09-19,286,72,12,1,Ayrshire and Arran,male,85+
2021-09-19,386,70,20,3,Borders,female,0
2021-09-19,249,42,28,3,Borders,female,1-14
2021-09-19,435,40,17,1,Borders,female,15-44
2021-09-19,230,74,12,1,Borders,female,45-64
2021-09-19,286,92,13,3,Borders,female,65-74
2021-09-19,295,47,10,4,Borders,female,75-84
2021-09-19,87,48,18,2,Borders,female,85+
2021-09-19,436,48,10,3,Borders,male,0
2021-09-19,379,101,15,4,Borders,male,1-14
2021-09-19,194,78,14,2,Borders,male,15-44
2021-09-19,302,57,4,2,Borders,male,45-64
2021-09-19,338,69,9,3,Borders,male,65-74
2021-09-19,147,70,14,3,Borders,male,75-84
2021-09-19,372,31,13,5,Borders,male,85+
2021-09-19,110,94,11,4,Dumfries and Galloway,female,0
2021-09-19,220,33,4,3,Dumfries and Galloway,female,1-14
2021-09-19,362,46,14,1,Dumfries and Galloway,female,15-44
2021-09-19,377,45,12,2,Dumfries and Galloway,female,45-64
2021-09-19,336,44,17,4,Dumfries and Galloway,female,65-74
2021-09-19,158,71,9,2,Dumfries and Galloway,female,75-84
2021-09-19,282,86,5,3,Dumfries and Galloway,female,85+
2021-09-19,200,106,9,1,Dumfries and Galloway,male,0
2021-09-19,307,89,11,4,Dumfries and Galloway,male,1-14
2021-09-19,233,82,8,4,Dumfries and Galloway,male,15-44
2021-09-19,297,116,10,3,Dumfries and Galloway,male,45-64
2021-09-19,277,69,8,3,Dumfries and Galloway,male,65-74
2021-09-19,346,108,9,5,Dumfries and Galloway,male,75-84
2021-09-19,199,51,20,2,Dumfries and Galloway,male,85+
2021-09-19,145,80,2,2,Fife,female,0
2021-09-19,350,35,8,4,Fife,female,1-14
2021-09-19,264,97,14,2,Fife,female,15-44
2021-09-19,115,95,13,5,Fife,female,45-64
2021-09-19,210,70,24,5,Fife,female,65-74
2021-09-19,369,56,20,3,Fife,female,75-84
2021-09-19,149,73,10,1,Fife,female,85+
2021-09-19,547,48,12,3,Fife,male,0
2021-09-19,365,78,15,2,Fife,male,1-14
2021-09-19,286,106,7,3,Fife,male,15-44
2021-09-19,440,46,15,2,Fife,male,45-64
2021-09-19,201,81,5,5,Fife,male,65-74
2021-09-19,166,31,8,4,Fife,male,75-84
2021-09-19,237,66,14,2,Fife,male,85+
2021-09-19,148,129,8,6,Forth Valley,female,0
2021-09-19,490,29,16,2,Forth Valley,female,1-14
2021-09-19,310,99,13,4,Forth Valley,female,15-44
2021-09-19,238,32,13,3,Forth Valley,female,45-64
2021-09-19,485,76,13,3,Forth Valley,female,65-74
2021-09-19,240,67,13,2,Forth Valley,female,75-84
2021-09-19,295,57,15,2,Forth Valley,female,85+
2021-09-19,421,47,15,3,Forth Valley,male,0
2021-09-19,486,61,13,1,Forth Valley,male,1-14
2021-09-19,435,108,6,3,Forth Valley,male,15-44
2021-09-19,364,69,8,4,Forth Valley,male,45-64
2021-09-19,382,66,12,3,Forth Valley,male,65-74
2021-09-19,242,31,11,3,Forth Valley,male,75-84
2021-09-19,292,80,16,2,Forth Valley,male,85+
2021-09-19,130,88,11,3,Grampian,female,0
2021-09-19,279,114,12,4,Grampian,female,1-14
2021-09-19,359,29,5,5,Grampian,female,15-44
2021-09-19,217,45,20,5,Grampian,female,45-64
2021-09-19,269,67,6,5,Grampian,female,65-74
2021-09-19,171,101,8,2,Grampian,female,75-84
2021-09-19,100,0,15,2,Grampian,female,85+
2021-09-19,267,120,10,0,Grampian,male,0
2021-09-19,258,112,17,2,Grampian,male,1-14
2021-09-19,222,67,19,4,Grampian,male,15-44
2021-09-19,266,101,15,3,Grampian,male,45-64
2021-09-19,328,89,17,4,Grampian,male,65-74
2021-09-19,234,38,12,1,Grampian,male,75-84
2021-09-19,359,46,4,2,Grampian,male,85+
2021-09-19,447,51,16,3,Greater Glasgow and Clyde,female,0
2021-09-19,409,48,13,3,Greater Glasgow and Clyde,female,1-14
2021-09-19,133,31,13,4,Greater Glasgow and Clyde,female,15-44
2021-09-19,344,66,12,4,Greater Glasgow and Clyde,female,45-64
2021-09-19,364,103,8,5,Greater Glasgow and Clyde,female,65-74
2021-09-19,347,60,12,3,Greater Glasgow and Clyde,female,75-84
2021-09-19,379,88,9,4,Greater Glasgow and Clyde,female,85+
2021-09-19,155,71,20,3,Greater Glasgow and Clyde,male,0
2021-09-19,268,107,11,2,Greater Glasgow and Clyde,male,1-14
2021-09-19,291,27,4,4,Greater Glasgow and Clyde,male,15-44
2021-09-19,269,60,15,3,Greater Glasgow and Clyde,male,45-64
2021-09-19,81,103,14,4,Greater Glasgow and Clyde,male,65-74
2021-09-19,31,92,6,2,Greater Glasgow and Clyde,male,75-84
2021-09-19,153,48,8,3,Greater Glasgow and Clyde,male,85+
2021-09-19,322,78,9,1,Highland,female,0
2021-09-19,78,58,17,1,Highland,female,1-14
2021-09-19,239,55,10,4,Highland,female,15-44
2021-09-19,441,74,4,4,Highland,female,45-64
2021-09-19,379,71,8,4,Highland,female,65-74
2021-09-19,348,27,12,3,Highland,female,75-84
2021-09-19,420,52,11,1,Highland,female,85+
2021-09-19,336,85,9,1,Highland,male,0
2021-09-19,252,102,14,3,Highland,male,1-14
2021-09-19,347,68,13,3,Highland,male,15-44
2021-09-19,279,68,17,2,Highland,male,45-64
2021-09-19,229,73,5,3,Highland,male,65-74
2021-09-19,34,42,7,3,Highland,male,75-84
2021-09-19,160,101,16,3,Highland,male,85+
2021-09-19,414,65,25,1,Lanarkshire,female,0
2021-09-19,281,85,21,4,Lanarkshire,female,1-14
2021-09-19,177,72,14,3,Lanarkshire,female,15-44
2021-09-19,296,55,13,3,Lanarkshire,female,45-64
2021-09-19,471,64,1,1,Lanarkshire,female,65-74
2021-09-19,221,8,14,2,Lanarkshire,female,75-84
2021-09-19,264,70,7,1,Lanarkshire,female,85+
2021-09-19,192,64,9,3,Lanarkshire,male,0
2021-09-19,109,10,8,4,Lanarkshire,male,1-14
2021-09-19,415,121,14,4,Lanarkshire,male,15-44
2021-09-19,234,55,11,4,Lanarkshire,male,45-64
2021-09-19,412,46,12,1,Lanarkshire,male,65-74
2021-09-19,287,77,14,4,Lanarkshire,male,75-84
2021-09-19,112,92,14,1,Lanarkshire,male,85+
2021-09-19,385,62,14,4,Lothian,female,0
2021-09-19,241,55,19,2,Lothian,female,1-14
2021-09-19,325,26,10,4,Lothian,female,15-44
2021-09-19,256,93,12,1,Lothian,female,45-64
2021-09-19,332,32,14,2,Lothian,female,65-74
2021-09-19,387,76,10,2,Lothian,female,75-84
2021-09-19,178,77,13,3,Lothian,female,85+
2021-09-19,193,68,16,2,Lothian,male,0
2021-09-19,356,49,12,3,Lothian,male,1-14
2021-09-19,393,56,11,2,Lothian,male,15-44
2021-09-19,277,70,2,2,Lothian,male,45-64
2021-09-19,34,131,15,3,Lothian,male,65-74
2021-09-19,16,71,11,3,Lothian,male,75-84
2021-09-19,276,85,16,3,Lothian,male,85+
2021-09-19,231,51,11,2,Orkney,female,0
2021-09-19,285,86,6,3,Orkney,female,1-14
2021-09-19,325,121,17,1,Orkney,female,15-44
2021-09-19,429,33,5,5,Orkney,female,45-64
2021-09-19,399,83,14,3,Orkney,female,65-74
2021-09-19,322,38,10,4,Orkney,female,75-84
2021-09-19,330,55,7,3,Orkney,female,85+
2021-09-19,213,104,12,1,Orkney,male,0
2021-09-19,295,107,23,5,Orkney,male,1-14
2021-09-19,26,58,13,2,Orkney,male,15-44
2021-09-19,152,103,5,2,Orkney,male,45-64
2021-09-19,336,89,12,2,Orkney,male,65-74
2021-09-19,396,65,12,3,Orkney,male,75-84
2021-09-19,193,65,19,3,Orkney,male,85+
2021-09-19,362,27,11,2,Shetland,female,0
2021-09-19,300,77,6,3,Shetland,female,1-14
2021-09-19,362,89,17,3,Shetland,female,15-44
2021-09-19,170,99,12,3,Shetland,female,45-64
2021-09-19,210,38,12,3,Shetland,female,65-74
2021-09-19,153,45,3,4,Shetland,female,75-84
2021-09-19,109,65,7,3,Shetland,female,85+
2021-09-19,449,77,13,1,Shetland,male,0
2021-09-19,85,70,12,5,Shetland,male,1-14
2021-09-19,411,43,12,5,Shetland,male,15-44
